@@@@@@@@@@@ vid 273, ts: 1694078534000 | [AELJ] :-2147483645 | [APVN] :-2147483647 | [AXXB] :ME%o;wocIskYskM;,A(6%/;Q;o2AwAIoQk=6YQ6 | [BJSS] :-2147483647 | [BRMN] :144571.381036 | [BYQH] :1486224 | [CJMA] :7135762 | [CMGV] :4 | [CTEI] :6 | [CTYC] :-71324942 | [DEKG] :-3179 | [DHJE] :44560386 | [EVXL] :-1 | [EXAS] :-10233 | [FPFF] :4810 | [GDFW] :8 | [HQBX] :-2147483646 | [IJKG] :-4455527 | [IYMN] :RIGHT | [JENI] :-113627 | [JUFJ] :16281.691316 | [JUMF] :457358 | [JXOS] :-7125133 | [JYXY] :4736295 | [KSSM] :-884190.413058 | [MJBX] :-907965 | [MQXF] :13507793 | [MXVL] :-31054 | [OCCI] :424412 | [OGOM] :-2429 | [OKTM] :0 | [PLNE] :889547 | [QCBJ] :]E | [QYZI] :SUCCESS | [RHCS] :6072 | [RJUR] :x | [RNSE] :25178 | [RXBA] :-709266 | [SBNJ] :66028652.916827 | [SCSF] :-24223 | [SGMS] :93731.358863 | [SUTP] :4&yOqSWCeueW[WKK4CS\a#C#W'-[GuSOO[qei\0Kmy\a\0-SymiGeW'GeiSOmWeG#e[4SG.[O-ui&'CaGiO80\Cu-q#u&mqyK.8O | [UPNT] :-57429 | [VDIK] :S | [VEOD] :7305298.162771 | [VHQI] :8918139.519503 | [VKYF] :2577 | [VOTU] :26831.316698 | [VRCM] :86207 | [VZWB] :-2692 | [WLZH] :5769.778077 | [WVKX] :8819 | [WZVQ] :wEM(]%/E%Qc/6!; | [XZGR] :2 | [YCFN] :!g2s,;,c;]UEM=!;/QoEw;kgccE6so | [YGOI] :-2147483645 | [YHSA] :8902454 | [YQGL] :25661.638499 | [YVEN] :14796 | [ZXTE] :33038 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078584000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :(g]c/w%I2U2Mw(ME6;s!62!MAggEk!;cI]2g,A | [BJSS] :-2147483645 | [BRMN] :144581.921497 | [BYQH] :677552 | [CJMA] :8701629 | [CMGV] :5 | [CTEI] :5 | [CTYC] :-86983618 | [DEKG] :-3374 | [DHJE] :54347059 | [EVXL] :-1 | [EXAS] :-9255 | [FPFF] :6138 | [GDFW] :7 | [HQBX] :-2147483647 | [IJKG] :-5434194 | [IYMN] :RIGHT | [JENI] :-133201 | [JUFJ] :16284.063933 | [JUMF] :555225 | [JXOS] :-8691000 | [JYXY] :3411271 | [KSSM] :-1079923.863787 | [MJBX] :-1103698 | [MQXF] :4182769 | [MXVL] :-33011 | [OCCI] :522279 | [OGOM] :-2234 | [OKTM] :1 | [PLNE] :1085280 | [QCBJ] :sg | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :26506 | [RXBA] :-865853 | [SBNJ] :66035423.310934 | [SCSF] :-34010 | [SGMS] :113304.703936 | [SUTP] :.SKC[SW8y.WKOqK[&''S'Ci8G[yCu4a&GaWeS#KK0eKCu&88[#[[mSe#.0iueW.yG[au'eu.#8KaO-8W.-8qOGW0K[e'\Gu[[.KK | [UPNT] :-73088 | [VDIK] :[ | [VEOD] :7305975.202182 | [VHQI] :10875474.026795 | [VKYF] :3905 | [VOTU] :26850.890044 | [VRCM] :101866 | [VZWB] :-1364 | [WLZH] :5769.845781 | [WVKX] :10147 | [WZVQ] :2g/6,%/!,(UA!E; | [XZGR] :1 | [YCFN] :cw%g2;UIko/sQQ!E!g2,%g;cM,=!gY | [YGOI] :-2147483646 | [YHSA] :2093782 | [YQGL] :23704.303992 | [YVEN] :19772 | [ZXTE] :34995 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078585000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :6woAQ6/6A%Qc/(Q]c%s(sgsIs!c=;kMEQc%%M | [BJSS] :-2147483646 | [BRMN] :144582.487425 | [BYQH] :1252336 | [CJMA] :8755315 | [CMGV] :1 | [CTEI] :4 | [CTYC] :-87520475 | [DEKG] :-3381 | [DHJE] :54682595 | [EVXL] :-1 | [EXAS] :-9221 | [FPFF] :4922 | [GDFW] :6 | [HQBX] :-2147483647 | [IJKG] :-5467748 | [IYMN] :RIGHT | [JENI] :-133872 | [JUFJ] :16284.191321 | [JUMF] :558580 | [JXOS] :-8744686 | [JYXY] :3002407 | [KSSM] :-1086634.575746 | [MJBX] :-1110409 | [MQXF] :7773905 | [MXVL] :-33079 | [OCCI] :525634 | [OGOM] :-2227 | [OKTM] :-1 | [PLNE] :1091991 | [QCBJ] :Uw | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :26290 | [RXBA] :-871221 | [SBNJ] :66035786.820191 | [SCSF] :-34346 | [SGMS] :113975.775132 | [SUTP] :yi#aCC-'KqKa4qO-#&GaS-44yOu-aeW4O&i#.&K0CC\.a8\[uSi'G0Cq#eWGu[u.iGK4[8.[eq''y[4y-Cq4\y.'..W'C&8m-4e& | [UPNT] :-73625 | [VDIK] :# | [VEOD] :7306011.553108 | [VHQI] :10942581.146379 | [VKYF] :2689 | [VOTU] :26851.561115 | [VRCM] :102403 | [VZWB] :-6580 | [WLZH] :5769.849416 | [WVKX] :11283 | [WZVQ] :Qw]EMYw,6/IQME, | [XZGR] :3 | [YCFN] :EMc(g%(s=IMIsQ%Ag;2Q%YM/EY(oMY | [YGOI] :-2147483647 | [YHSA] :3168566 | [YQGL] :23637.196872 | [YVEN] :20908 | [ZXTE] :35063 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078586000 | [AELJ] :-2147483646 | [APVN] :-2147483645 | [AXXB] :/!6goc/!gAgsQo=A=//AIIAUME%sk!(;wsgg;U | [BJSS] :-2147483645 | [BRMN] :144585.140330 | [BYQH] :1014704 | [CJMA] :8809857 | [CMGV] :2 | [CTEI] :8 | [CTYC] :-88065899 | [DEKG] :-3388 | [DHJE] :55023485 | [EVXL] :-1 | [EXAS] :-9187 | [FPFF] :4290 | [GDFW] :1 | [HQBX] :-2147483647 | [IJKG] :-5501837 | [IYMN] :RIGHT | [JENI] :-134554 | [JUFJ] :16284.788480 | [JUMF] :561989 | [JXOS] :-8799228 | [JYXY] :5248423 | [KSSM] :-1093452.380801 | [MJBX] :-1117227 | [MQXF] :12019921 | [MXVL] :-33147 | [OCCI] :529043 | [OGOM] :-2220 | [OKTM] :1 | [PLNE] :1098809 | [QCBJ] :M! | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :23658 | [RXBA] :-876675 | [SBNJ] :66037490.845339 | [SCSF] :-34687 | [SGMS] :114657.555638 | [SUTP] :qWq-OyGKq&aq80-u'amW8i#&ei'&u4CquGOSO'[\-0'8WG'4yWmeymuqaaqOCqi'uG[4\#44OGCGqS0S0-ya\C4O#O'-&i.#eiS4 | [UPNT] :-74170 | [VDIK] :e | [VEOD] :7306181.955622 | [VHQI] :11010759.196936 | [VKYF] :3057 | [VOTU] :26852.242895 | [VRCM] :102948 | [VZWB] :-4212 | [WLZH] :5769.866456 | [WVKX] :17299 | [WZVQ] :=!EkkUwMMY/gQ%A | [XZGR] :1 | [YCFN] :w]UYs!(!2IQ/w]6%AoI/QAUkYsQYgY | [YGOI] :-2147483646 | [YHSA] :9930934 | [YQGL] :23569.018821 | [YVEN] :23276 | [ZXTE] :35131 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078587000 | [AELJ] :-2147483645 | [APVN] :-2147483647 | [AXXB] :cs!Ag;2,A;]IE//(AE=]2,6EM(,Mk2,262 | [BJSS] :-2147483647 | [BRMN] :144580.520425 | [BYQH] :952848 | [CJMA] :8865255 | [CMGV] :3 | [CTEI] :9 | [CTYC] :-88619876 | [DEKG] :-3395 | [DHJE] :55369720 | [EVXL] :-1 | [EXAS] :-9152 | [FPFF] :5434 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-5536461 | [IYMN] :RIGHT | [JENI] :-135246 | [JUFJ] :16283.748557 | [JUMF] :565451 | [JXOS] :-8854626 | [JYXY] :2702919 | [KSSM] :-1100377.092041 | [MJBX] :-1124151 | [MQXF] :15474417 | [MXVL] :-33216 | [OCCI] :532505 | [OGOM] :-2213 | [OKTM] :0 | [PLNE] :1105733 | [QCBJ] :Qs | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :26802 | [RXBA] :-882215 | [SBNJ] :66034523.368414 | [SCSF] :-35033 | [SGMS] :115350.026762 | [SUTP] :ueu0'0.8KG-GWK.yKG.i\8e0eim.uWSC4C00.&8u'q8i'S[G'\8yGG[OC0K#8We8S\ymiq&q#iW44eC4GyaO'&ayym8-KOuqy\q# | [UPNT] :-74724 | [VDIK] :i | [VEOD] :7305885.207930 | [VHQI] :11080006.309329 | [VKYF] :3201 | [VOTU] :26852.935366 | [VRCM] :103502 | [VZWB] :-6068 | [WLZH] :5769.836781 | [WVKX] :11795 | [WZVQ] :]sI;2=M!6o(=EYQ | [XZGR] :2 | [YCFN] :AIYE!/I,=Yw%k!=((UsYkM]UYs!(gc | [YGOI] :-2147483645 | [YHSA] :869078 | [YQGL] :23499.771709 | [YVEN] :21420 | [ZXTE] :35200 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078588000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :swc/!EcUc%YEk!E/]o%!;EY2UII%/!,2I | [BJSS] :-2147483645 | [BRMN] :144580.657382 | [BYQH] :223184 | [CJMA] :8921506 | [CMGV] :2 | [CTEI] :2 | [CTYC] :-89182390 | [DEKG] :-3402 | [DHJE] :55721292 | [EVXL] :-1 | [EXAS] :-9117 | [FPFF] :4418 | [GDFW] :4 | [HQBX] :-2147483647 | [IJKG] :-5571618 | [IYMN] :RIGHT | [JENI] :-135949 | [JUFJ] :16283.779385 | [JUMF] :568967 | [JXOS] :-8910877 | [JYXY] :4456903 | [KSSM] :-1107408.519619 | [MJBX] :-1131183 | [MQXF] :19228401 | [MXVL] :-33286 | [OCCI] :536021 | [OGOM] :-2206 | [OKTM] :1 | [PLNE] :1112765 | [QCBJ] :6w | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :25786 | [RXBA] :-887840 | [SBNJ] :66034611.339353 | [SCSF] :-35384 | [SGMS] :116053.169520 | [SUTP] :Ki0yW0[-#&SC&iCS.q\'qe.y0#0yi4S\'G[K\.['#O44-y[0Ca4W8#&00G-C\\..CW[#yi&eGy#&i.SOi&i&&iO&um.CS-ay#40e | [UPNT] :-75287 | [VDIK] :y | [VEOD] :7305894.005024 | [VHQI] :11150320.585115 | [VKYF] :3537 | [VOTU] :26853.638509 | [VRCM] :104065 | [VZWB] :-5732 | [WLZH] :5769.837661 | [WVKX] :15779 | [WZVQ] :2w%2swA=IYQ(Yw= | [XZGR] :1 | [YCFN] :QMQcAM=UYIU!EIo/EEkIMw(s6=kgUY | [YGOI] :-2147483647 | [YHSA] :7139414 | [YQGL] :23429.457433 | [YVEN] :15404 | [ZXTE] :35270 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078589000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :Qc!Uo2wUk](62=!26%QEA,(;Ig]2cY%Y/EM]26Q | [BJSS] :-2147483647 | [BRMN] :144580.937330 | [BYQH] :1377360 | [CJMA] :8978610 | [CMGV] :3 | [CTEI] :2 | [CTYC] :-89753426 | [DEKG] :-3409 | [DHJE] :56078189 | [EVXL] :-1 | [EXAS] :-9081 | [FPFF] :6594 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-5607307 | [IYMN] :RIGHT | [JENI] :-136663 | [JUFJ] :16283.842401 | [JUMF] :572536 | [JXOS] :-8967981 | [JYXY] :1111079 | [KSSM] :-1114546.470767 | [MJBX] :-1138321 | [MQXF] :49882577 | [MXVL] :-33358 | [OCCI] :539590 | [OGOM] :-2199 | [OKTM] :1 | [PLNE] :1119903 | [QCBJ] :;c | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :24962 | [RXBA] :-893551 | [SBNJ] :66034791.156837 | [SCSF] :-35741 | [SGMS] :116766.964634 | [SUTP] :8Ou-O[e--\#4u88iC&4m08qmO[e0mS[y.e-ymeK[WeSa-0We-q-0&K\yWue&-C-y.WG\miGKq\'&\W-CWeWm-.&'iyyyWq0aiO'4 | [UPNT] :-75858 | [VDIK] :W | [VEOD] :7305911.986772 | [VHQI] :11221700.096591 | [VKYF] :3361 | [VOTU] :26854.352304 | [VRCM] :104636 | [VZWB] :2092 | [WLZH] :5769.839459 | [WVKX] :9955 | [WZVQ] :]c=kkUU=Qk!gcIo | [XZGR] :2 | [YCFN] :%sY/swcg6U%M=U,c!;]2=M/UU,2,// | [YGOI] :-2147483646 | [YHSA] :7793590 | [YQGL] :23358.077922 | [YVEN] :19580 | [ZXTE] :35342 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078590000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :o%E!cYwQ!,/EUUw2s!;I=/kEIgM=%Ys!//Eg;6A6 | [BJSS] :-2147483647 | [BRMN] :144583.703438 | [BYQH] :24944 | [CJMA] :9036564 | [CMGV] :4 | [CTEI] :5 | [CTYC] :-90332969 | [DEKG] :-3416 | [DHJE] :56440403 | [EVXL] :-1 | [EXAS] :-9045 | [FPFF] :4530 | [GDFW] :7 | [HQBX] :-2147483646 | [IJKG] :-5643529 | [IYMN] :RIGHT | [JENI] :-137387 | [JUFJ] :16284.465041 | [JUMF] :576158 | [JXOS] :-9025935 | [JYXY] :1775015 | [KSSM] :-1121790.749793 | [MJBX] :-1145565 | [MQXF] :36546513 | [MXVL] :-33430 | [OCCI] :543212 | [OGOM] :-2192 | [OKTM] :1 | [PLNE] :1127147 | [QCBJ] :c% | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :23898 | [RXBA] :-899346 | [SBNJ] :66036567.895213 | [SCSF] :-36103 | [SGMS] :117491.392537 | [SUTP] :-m\K\u4&GK'C#G8iC#4qi#WaO[4G[SC..m#eaeuei[Wq[&e&Sy\.W-\#Gu[q\.S['S4&.4iG[KaC0WGe\q8uGeSy#qG[WKmGWq4' | [UPNT] :-76437 | [VDIK] :u | [VEOD] :7306089.660610 | [VHQI] :11294142.886853 | [VKYF] :3297 | [VOTU] :26855.076732 | [VRCM] :105215 | [VZWB] :-3972 | [WLZH] :5769.857227 | [WVKX] :13891 | [WZVQ] :/%c%YQg(cs;sUgo | [XZGR] :1 | [YCFN] :]Qso66cQs2IkAsUc!]Ag;QE,U,oo!/ | [YGOI] :-2147483646 | [YHSA] :1941174 | [YQGL] :23285.635131 | [YVEN] :23516 | [ZXTE] :35414 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078591000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :s(U6Q(M;=Q]sYk/,owoQAQsI6g!!g(E;6s,=M | [BJSS] :-2147483646 | [BRMN] :144588.194986 | [BYQH] :1431088 | [CJMA] :9095368 | [CMGV] :3 | [CTEI] :7 | [CTYC] :-90921001 | [DEKG] :-3424 | [DHJE] :56807924 | [EVXL] :-1 | [EXAS] :-9008 | [FPFF] :6674 | [GDFW] :9 | [HQBX] :-2147483647 | [IJKG] :-5680281 | [IYMN] :RIGHT | [JENI] :-138122 | [JUFJ] :16285.476071 | [JUMF] :579833 | [JXOS] :-9084739 | [JYXY] :4681159 | [KSSM] :-1129141.158092 | [MJBX] :-1152915 | [MQXF] :17452657 | [MXVL] :-33504 | [OCCI] :546887 | [OGOM] :-2184 | [OKTM] :-1 | [PLNE] :1134497 | [QCBJ] :g( | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :25042 | [RXBA] :-905226 | [SBNJ] :66039452.925377 | [SCSF] :-36471 | [SGMS] :118226.433367 | [SUTP] :Kqe'COuq''-q&..OyyC#0q4eyK\uq#Oq4'C-.y[ayaam4e4me.u\.84\8[-C.[8ye-iS\qaee0KmW\4['-iO&8&'eqaa-mu-#GK0 | [UPNT] :-77025 | [VDIK] :y | [VEOD] :7306378.163626 | [VHQI] :11367646.969844 | [VKYF] :3441 | [VOTU] :26855.811773 | [VRCM] :105803 | [VZWB] :2172 | [WLZH] :5769.886077 | [WVKX] :10035 | [WZVQ] :c(swM!!so%(6/!Q | [XZGR] :3 | [YCFN] :;UI!g]sQEk=/(==,6MYo=,M/(,Mc2s | [YGOI] :-2147483647 | [YHSA] :2847318 | [YQGL] :23212.131048 | [YVEN] :19660 | [ZXTE] :35488 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078592000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :gEk=]M]EQ/k!c%6YoQQcsk!oY%Yw(],YcQE%!; | [BJSS] :-2147483646 | [BRMN] :144588.469042 | [BYQH] :884464 | [CJMA] :9155018 | [CMGV] :2 | [CTEI] :9 | [CTYC] :-91517508 | [DEKG] :-3431 | [DHJE] :57180740 | [EVXL] :-1 | [EXAS] :-8971 | [FPFF] :5698 | [GDFW] :9 | [HQBX] :-2147483645 | [IJKG] :-5717563 | [IYMN] :RIGHT | [JENI] :-138868 | [JUFJ] :16285.537760 | [JUMF] :583562 | [JXOS] :-9144389 | [JYXY] :618183 | [KSSM] :-1136597.494149 | [MJBX] :-1160372 | [MQXF] :17389681 | [MXVL] :-33578 | [OCCI] :550616 | [OGOM] :-2177 | [OKTM] :0 | [PLNE] :1141954 | [QCBJ] :U; | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :27066 | [RXBA] :-911191 | [SBNJ] :66039628.958327 | [SCSF] :-36844 | [SGMS] :118972.066972 | [SUTP] :y&8imiu40ae88m4SyS4[Syi[4S&-\-S[aq#muC&iy4Cq-Oa-88..W'uim-S-m'u&KCm#a4yGy[C\K4&i#Wy4yu'#K0K.C'q-C#.8 | [UPNT] :-77622 | [VDIK] :m | [VEOD] :7306395.766921 | [VHQI] :11442210.330413 | [VKYF] :2817 | [VOTU] :26856.557407 | [VRCM] :106400 | [VZWB] :-804 | [WLZH] :5769.887837 | [WVKX] :17059 | [WZVQ] :Q;wM=E!6=wcYQAk | [XZGR] :3 | [YCFN] :Eg/];U6E/6UQwM;/66]%%c;(!2A2%A | [YGOI] :-2147483645 | [YHSA] :5300694 | [YQGL] :23137.567688 | [YVEN] :16684 | [ZXTE] :35562 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078593000 | [AELJ] :-2147483646 | [APVN] :-2147483645 | [AXXB] :owsw!6c/6YMkAM=;w6wMM/,QsUoc%(sk%ow,Y;I] | [BJSS] :-2147483645 | [BRMN] :144590.550831 | [BYQH] :403472 | [CJMA] :9215515 | [CMGV] :2 | [CTEI] :2 | [CTYC] :-92122473 | [DEKG] :-3439 | [DHJE] :57558843 | [EVXL] :-1 | [EXAS] :-8933 | [FPFF] :5058 | [GDFW] :4 | [HQBX] :-2147483647 | [IJKG] :-5755373 | [IYMN] :RIGHT | [JENI] :-139624 | [JUFJ] :16286.006362 | [JUMF] :587343 | [JXOS] :-9204886 | [JYXY] :3653543 | [KSSM] :-1144159.553545 | [MJBX] :-1167934 | [MQXF] :24425041 | [MXVL] :-33654 | [OCCI] :554397 | [OGOM] :-2169 | [OKTM] :1 | [PLNE] :1149516 | [QCBJ] :2w | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :27426 | [RXBA] :-917241 | [SBNJ] :66040966.142015 | [SCSF] :-37222 | [SGMS] :119728.272912 | [SUTP] :G8&..\[#CaGiS[-KG8.8#mG#y[-a[#CK#C4GiCCy\ai4#q08amOa\i&G&SCCy.qmCKS\iaK-'84Saa&8-e''GCC.mG4.u#\44'G. | [UPNT] :-78227 | [VDIK] :u | [VEOD] :7306529.485290 | [VHQI] :11517830.924369 | [VKYF] :3825 | [VOTU] :26857.313612 | [VRCM] :107005 | [VZWB] :-5444 | [WLZH] :5769.901209 | [WVKX] :16067 | [WZVQ] :/w;A6YA%/=EY%/A | [XZGR] :1 | [YCFN] :M/6%%A=/os=;Ukg;A=sk,;ogEI;=!s | [YGOI] :-2147483646 | [YHSA] :9819702 | [YQGL] :23061.947094 | [YVEN] :22044 | [ZXTE] :35638 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078594000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :U!wc=2cQMYQAE=oEQ;2,2%22Mo]MIE | [BJSS] :-2147483647 | [BRMN] :144590.834992 | [BYQH] :165840 | [CJMA] :9276855 | [CMGV] :3 | [CTEI] :6 | [CTYC] :-92735879 | [DEKG] :-3446 | [DHJE] :57942222 | [EVXL] :-1 | [EXAS] :-8895 | [FPFF] :4074 | [GDFW] :8 | [HQBX] :-2147483646 | [IJKG] :-5793711 | [IYMN] :RIGHT | [JENI] :-140391 | [JUFJ] :16286.070326 | [JUMF] :591176 | [JXOS] :-9266226 | [JYXY] :5899559 | [KSSM] :-1151827.128961 | [MJBX] :-1175601 | [MQXF] :28671057 | [MXVL] :-33730 | [OCCI] :558230 | [OGOM] :-2162 | [OKTM] :0 | [PLNE] :1157183 | [QCBJ] :,! | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :23442 | [RXBA] :-923375 | [SBNJ] :66041148.665473 | [SCSF] :-37605 | [SGMS] :120495.030454 | [SUTP] :#iu&8yK&i0KyWum[m'&q\Oa[e'eKSy8.eS.#0'&0-y#C-CeO4qSm-8uGeO.[GCei\KS\me4a\[0''i#\0Wa&GG.S\y0yi444CK-y | [UPNT] :-78840 | [VDIK] :0 | [VEOD] :7306547.737636 | [VHQI] :11594506.678534 | [VKYF] :4193 | [VOTU] :26858.080370 | [VRCM] :107618 | [VZWB] :-3076 | [WLZH] :5769.903034 | [WVKX] :8435 | [WZVQ] :;!Ig(UA((=Io(I6 | [XZGR] :2 | [YCFN] :(MkUM!=Q,s]gYU/EUg/6!s=sYc2(;s | [YGOI] :-2147483646 | [YHSA] :6582070 | [YQGL] :22985.271340 | [YVEN] :18060 | [ZXTE] :35714 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078595000 | [AELJ] :-2147483647 | [APVN] :-2147483646 | [AXXB] :=EIE%6Ms!kUcYc=(IQk(!;I6%(2UIs,s!A(U | [BJSS] :-2147483646 | [BRMN] :144591.254840 | [BYQH] :738640 | [CJMA] :9339038 | [CMGV] :5 | [CTEI] :1 | [CTYC] :-93357709 | [DEKG] :-3454 | [DHJE] :58330866 | [EVXL] :-1 | [EXAS] :-8856 | [FPFF] :4226 | [GDFW] :3 | [HQBX] :-2147483645 | [IJKG] :-5832575 | [IYMN] :RIGHT | [JENI] :-141168 | [JUFJ] :16286.164832 | [JUMF] :595063 | [JXOS] :-9328409 | [JYXY] :5488711 | [KSSM] :-1159600.010188 | [MJBX] :-1183374 | [MQXF] :32260209 | [MXVL] :-33808 | [OCCI] :562117 | [OGOM] :-2154 | [OKTM] :-1 | [PLNE] :1164956 | [QCBJ] :!E | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :27594 | [RXBA] :-929593 | [SBNJ] :66041418.343980 | [SCSF] :-37994 | [SGMS] :121272.318576 | [SUTP] :a&'4aCu'-0Oa&O-ySSy0.4-\GWuSSme'8amS#eKmG.KqO8-0m##qKaGW.yOGi[44WKOqu\#a-yWK4qm\aei&u'4KO'[yqKWC4S## | [UPNT] :-79462 | [VDIK] :\ | [VEOD] :7306574.705487 | [VHQI] :11672235.490803 | [VKYF] :2993 | [VOTU] :26858.857658 | [VRCM] :108240 | [VZWB] :-276 | [WLZH] :5769.905731 | [WVKX] :7587 | [WZVQ] :6EU,!Y!,cIM;Y2A | [XZGR] :3 | [YCFN] :UUwIE%sss(;=E%g(]6UQsI2w]6E];g | [YGOI] :-2147483647 | [YHSA] :7654870 | [YQGL] :22907.542528 | [YVEN] :17212 | [ZXTE] :35792 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078596000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :UYkU,Ews,%2sk!g2=/E]MIg]U%%]=ks, | [BJSS] :-2147483646 | [BRMN] :144587.206043 | [BYQH] :754960 | [CJMA] :9402062 | [CMGV] :3 | [CTEI] :4 | [CTYC] :-93987947 | [DEKG] :-3462 | [DHJE] :58724765 | [EVXL] :-1 | [EXAS] :-8817 | [FPFF] :5546 | [GDFW] :6 | [HQBX] :-2147483645 | [IJKG] :-5871965 | [IYMN] :RIGHT | [JENI] :-141956 | [JUFJ] :16285.253464 | [JUMF] :599002 | [JXOS] :-9391433 | [JYXY] :1988679 | [KSSM] :-1167477.984128 | [MJBX] :-1191252 | [MQXF] :36760177 | [MXVL] :-33887 | [OCCI] :566056 | [OGOM] :-2146 | [OKTM] :-1 | [PLNE] :1172834 | [QCBJ] :,Y | [QYZI] :SUCCESS | [RHCS] :6075 | [RJUR] :x | [RNSE] :27562 | [RXBA] :-935896 | [SBNJ] :66038817.703053 | [SCSF] :-38388 | [SGMS] :122060.115970 | [SUTP] :#.8u-a4'e&W4&ieW'aSi#WSimeG['e&8W'Wa8yuW'Gy-\Gq\0WK-[Sa&a4C&GKKOGuyyy#\aaii8K00&GKqK0qOyi&-Gq#CCqCC0 | [UPNT] :-80092 | [VDIK] :0 | [VEOD] :7306314.641394 | [VHQI] :11751015.230202 | [VKYF] :3313 | [VOTU] :26859.645456 | [VRCM] :108870 | [VZWB] :-3956 | [WLZH] :5769.879725 | [WVKX] :7555 | [WZVQ] :EY=Y;wU,%/UgY=Y | [XZGR] :3 | [YCFN] :(%//YMcs;I//EIEcAo%Y,AAQ6oQs(Y | [YGOI] :-2147483645 | [YHSA] :4671190 | [YQGL] :22828.762788 | [YVEN] :17180 | [ZXTE] :35871 | @@@@@@@@@@@@
